,iteration,elapsed,num_inserts,type,ops/sec,disk_total,disk_free,disk_used,disk_free -h,disk_percent_free,disk_percent_used,index_size_before
175,175,0.6523469079997994,100000,ingest,153292.6710829612,20617822208,4766158848,15834886144,4.4 GiB,0.23116693896752416,0.7680193370692587,26500000
176,176,0.6755082100003165,100000,ingest,148036.69077530998,20617822208,4745936896,15855108096,4.4 GiB,0.2301861393565859,0.769000136680197,26600000
177,177,0.6692033230001471,100000,ingest,149431.41577911444,20617822208,4720271360,15880773632,4.4 GiB,0.22894131651637142,0.7702449595204114,26700000
178,178,0.6898747360000925,100000,ingest,144953.85144816578,20617822208,4695666688,15905378304,4.4 GiB,0.22774794741308887,0.771438328623694,26800000
179,179,0.6894596439997258,100000,ingest,145041.12150767125,20617822208,4671139840,15929905152,4.4 GiB,0.2265583529082685,0.7726279231285144,26900000
180,180,0.7430731179997565,100000,ingest,134576.25848339836,20617822208,4647735296,15953309696,4.3 GiB,0.22542319208653447,0.7737630839502484,27000000
181,181,0.6102414290003253,100000,ingest,163869.56907172996,20617822208,4604993536,15996051456,4.3 GiB,0.22335014287848495,0.7758361331582979,27100000
182,182,0.6714477489999808,100000,ingest,148931.91636867466,20617822208,4582088704,16018956288,4.3 GiB,0.2222392189521397,0.7769470570846432,27200000
183,183,0.6513702219999686,100000,ingest,153522.52317116948,20617822208,4564938752,16036106240,4.3 GiB,0.22140741664891944,0.7777788593878634,27300000
184,184,0.6748615040000914,100000,ingest,148178.55131352472,20617822208,4547862528,16053182464,4.2 GiB,0.22057919028108441,0.7786070857556985,27400000
185,185,0.6661174129999381,100000,ingest,150123.6839758298,20617822208,4529565696,16071479296,4.2 GiB,0.21969176231631612,0.7794945137204667,27500000
186,186,0.7035368960000596,100000,ingest,142138.95613513284,20617822208,4500062208,16100982784,4.2 GiB,0.21826079217299263,0.7809254838637902,27600000
187,187,0.6585761119999916,100000,ingest,151842.7379582837,20617822208,4470157312,16130887680,4.2 GiB,0.21681035304812732,0.7823759229886555,27700000
188,188,0.6578058549998786,100000,ingest,152020.53803552486,20617822208,4453081088,16147963904,4.1 GiB,0.2159821266802923,0.7832041493564905,27800000
189,189,0.6433275300000787,100000,ingest,155441.8167056954,20617822208,4436004864,16165040128,4.1 GiB,0.2151539003124573,0.7840323757243256,27900000
190,190,0.6622429619997092,100000,ingest,151001.98226046818,20617822208,4419940352,16181104640,4.1 GiB,0.21437474372463072,0.7848115323121522,28000000
191,191,0.9740476920001129,100000,ingest,102664.37754670889,20617822208,4382998528,16218046464,4.1 GiB,0.21258300143355277,0.7866032746032301,28100000
192,192,0.7029035370001111,100000,ingest,142267.03201236587,20617822208,4364701696,16236343296,4.1 GiB,0.21169557346878448,0.7874907025679984,28200000
193,193,0.6800979630002075,100000,ingest,147037.64081112162,20617822208,4347625472,16253419520,4.0 GiB,0.21086734710094945,0.7883189289358334,28300000
194,194,0.6856955520001975,100000,ingest,145837.3176088084,20617822208,4330504192,16270540800,4.0 GiB,0.2100369354392679,0.789149340597515,28400000
195,195,0.7222629130001224,100000,ingest,138453.7378288217,20617822208,4306206720,16294838272,4.0 GiB,0.20885846606675715,0.7903278099700257,28500000
196,196,0.6850934200001575,100000,ingest,145965.494749573,20617822208,4281786368,16319258624,4.0 GiB,0.2076740368019377,0.7915122392348451,28600000
197,197,0.7130117690003317,100000,ingest,140250.1394054177,20617822208,4252839936,16348205056,4.0 GiB,0.2062700848370804,0.7929161911997025,28700000
198,198,0.8958794390000548,100000,ingest,111622.16214228116,20617822208,4235763712,16365281280,3.9 GiB,0.20544185846924537,0.7937444175675376,28800000
199,199,0.7589560319997872,100000,ingest,131759.93836758652,20617822208,4219248640,16381796352,3.9 GiB,0.2046408489429535,0.7945454270938294,28900000
200,200,0.6070314970002073,100000,ingest,164736.09770526594,20617822208,4185219072,16415825920,3.9 GiB,0.20299035609959218,0.7961959199371906,29000000
201,201,0.7135795259996485,100000,ingest,140138.54988329537,20617822208,4163448832,16437596160,3.9 GiB,0.2019344618455641,0.7972518141912188,29100000
202,202,0.9278652620000685,100000,ingest,107774.26863081832,20617822208,4146122752,16454922240,3.9 GiB,0.20109411703003469,0.7980921590067482,29200000
203,203,0.7014639910003098,100000,ingest,142558.99273945173,20617822208,4128972800,16472072192,3.8 GiB,0.20026231472681444,0.7989239613099685,29300000
204,204,0.7155701370002134,100000,ingest,139748.70502452253,20617822208,4111896576,16489148416,3.8 GiB,0.1994340883589794,0.7997521876778034,29400000
205,205,0.7115761520003616,100000,ingest,140533.09644917553,20617822208,4091670528,16509374464,3.8 GiB,0.19845309008496423,0.8007331859518186,29500000
206,206,0.7287728559999778,100000,ingest,137216.9657208021,20617822208,4064051200,16536993792,3.8 GiB,0.1971135049570411,0.8020727710797417,29600000
207,207,0.7411128630001258,100000,ingest,134932.21477115696,20617822208,4036231168,16564813824,3.8 GiB,0.19576418533834705,0.8034220906984358,29700000
208,208,0.6120079679999435,100000,ingest,163396.5654512675,20617822208,4012306432,16588738560,3.7 GiB,0.19460379430583943,0.8045824817309435,29800000
209,209,0.7042847500001699,100000,ingest,141988.02402007979,20617822208,3995230208,16605814784,3.7 GiB,0.1937755679380044,0.8054107080987785,29900000
210,210,0.699107823000304,100000,ingest,143039.45215608968,20617822208,3962155008,16638889984,3.7 GiB,0.19217136359157413,0.8070149124452087,30000000
211,211,0.7156410290003805,100000,ingest,139734.86140066857,20617822208,3940384768,16660660224,3.7 GiB,0.19111546933754606,0.8080708066992368,30100000
212,212,0.6902066179995927,100000,ingest,144884.15119783598,20617822208,3924332544,16676712448,3.7 GiB,0.19033690873895037,0.8088493672978325,30200000
213,213,0.7130310759998792,100000,ingest,140246.341801822,20617822208,3907256320,16693788672,3.6 GiB,0.18950868237111534,0.8096775936656675,30300000
214,214,0.7596978249998756,100000,ingest,131631.2837936799,20617822208,3885654016,16715390976,3.6 GiB,0.1884609333032425,0.8107253427335404,30400000
215,215,0.7003243780000048,100000,ingest,142790.97392779795,20617822208,3865399296,16735645696,3.6 GiB,0.1874785443876886,0.8117077316490943,30500000
216,216,0.7341520410000157,100000,ingest,136211.5671077973,20617822208,3845177344,16755867648,3.6 GiB,0.18649774477675038,0.8126885312600325,30600000
217,217,0.7016237490001913,100000,ingest,142526.53240786,20617822208,3822829568,16778215424,3.6 GiB,0.18541383902887132,0.8137724370079116,30700000
218,218,0.7685440169998401,100000,ingest,130116.16483642577,20617822208,3798536192,16802508800,3.5 GiB,0.18423556831943752,0.8149507077173453,30800000
219,219,0.5830644200000279,100000,ingest,171507.63546847057,20617822208,3765698560,16835346432,3.5 GiB,0.18264288643147078,0.8165433896053121,30900000
220,220,0.8000638660000732,100000,ingest,124990.02173407849,20617822208,3736449024,16864595968,3.5 GiB,0.18122423339891863,0.8179620426378642,31000000
221,221,0.7683553520000714,100000,ingest,130148.11407208198,20617822208,3711844352,16889200640,3.5 GiB,0.18003086429563608,0.8191554117411468,31100000
222,222,0.7455589679998411,100000,ingest,134127.5530066742,20617822208,3689418752,16911626240,3.4 GiB,0.17894318394929482,0.820243092087488,31200000
223,223,0.7632562409999082,100000,ingest,131017.59884595824,20617822208,3667066880,16933978112,3.4 GiB,0.1778590795383388,0.8213271964984441,31300000
224,224,0.8676162689998819,100000,ingest,115258.32741157786,20617822208,3627933696,16973111296,3.4 GiB,0.17596105250108868,0.8232252235356942,31400000
225,225,0.8668938509999862,100000,ingest,115354.37687630062,20617822208,3593654272,17007390720,3.3 GiB,0.17429844121003296,0.8248878348267499,31500000
226,226,0.8393154000000322,100000,ingest,119144.72199604125,20617822208,3571310592,17029734400,3.3 GiB,0.17321473412523083,0.825971541911552,31600000
227,227,0.631652068999756,100000,ingest,158315.0042686532,20617822208,3545812992,17055232000,3.3 GiB,0.1719780564711716,0.8272082195656113,31700000
228,228,0.8150566260001142,100000,ingest,122690.86197206865,20617822208,3524313088,17076731904,3.3 GiB,0.17093527398022268,0.8282510020565602,31800000
229,229,0.83006354500003,100000,ingest,120472.7042915689,20617822208,3477815296,17123229696,3.2 GiB,0.16868005073060333,0.8305062253061796,31900000
230,230,0.7134736369998791,100000,ingest,140159.34831242677,20617822208,3461378048,17139666944,3.2 GiB,0.16788281580277364,0.8313034602340093,32000000
231,231,0.7184381850001955,100000,ingest,139190.81987543966,20617822208,3444277248,17156767744,3.2 GiB,0.1670533974564769,0.8321328785803059,32100000
232,232,0.7143451430001733,100000,ingest,139988.3529410037,20617822208,3427024896,17174020096,3.2 GiB,0.1662166285763327,0.8329696474604501,32200000
233,233,0.6794202679998307,100000,ingest,147184.3050758458,20617822208,3406700544,17194344448,3.2 GiB,0.16523086238847054,0.8339554136483123,32300000
234,234,0.7515486209999835,100000,ingest,133058.5902305876,20617822208,3379478528,17221566464,3.1 GiB,0.16391054757901227,0.8352757284577705,32400000
235,235,0.7265045520002786,100000,ingest,137645.38670084154,20617822208,3349291008,17251753984,3.1 GiB,0.1624464007018369,0.836739875334946,32500000
236,236,0.7214071740004329,100000,ingest,138617.97276767864,20617822208,3332214784,17268830208,3.1 GiB,0.1616181743340019,0.837568101702781,32600000
237,237,0.8323069100001703,100000,ingest,120147.9872370392,20617822208,3314634752,17286410240,3.1 GiB,0.16076551240770112,0.8384207636290817,32700000
238,238,0.6315078370002993,100000,ingest,158351.16231495413,20617822208,3281821696,17319223296,3.1 GiB,0.15917402249819615,0.8400122535385868,32800000
239,239,0.7059195319998253,100000,ingest,141659.20542913204,20617822208,3260051456,17340993536,3.0 GiB,0.15811812824416804,0.8410681477926149,32900000
240,240,0.7461313610001525,100000,ingest,134024.6573551806,20617822208,3242860544,17358184448,3.0 GiB,0.1572843393101782,0.8419019367266046,33000000
241,241,0.758387952999783,100000,ingest,131858.63462684595,20617822208,3226726400,17374318592,3.0 GiB,0.15650180545004339,0.8426844705867395,33100000
242,242,0.7323277539999253,100000,ingest,136550.8810144183,20617822208,3294871552,17306173440,3.1 GiB,0.15980696306138212,0.8393793129754007,33200000
243,243,0.847710704000292,100000,ingest,117964.77209513394,20617822208,3269177344,17331867648,3.0 GiB,0.15856074957962893,0.8406255264571539,33300000
244,244,0.8102454559998478,100000,ingest,123419.39008667367,20617822208,3244728320,17356316672,3.0 GiB,0.15737492967327077,0.8418113463635121,33400000
245,245,0.7193793030000961,100000,ingest,139008.72541503553,20617822208,3220238336,17380806656,3.0 GiB,0.15618712313614302,0.8429991529006399,33500000
246,246,0.6861328009999852,100000,ingest,145744.38046724742,20617822208,3194236928,17406808064,3.0 GiB,0.15492600992361802,0.8442602661131648,33600000
247,247,0.7014617050003835,100000,ingest,142559.45732624896,20617822208,3201945600,17399099392,3.0 GiB,0.15529989383445167,0.8438863822023311,33700000
248,248,0.7870172389998515,100000,ingest,127062.01979397667,20617822208,3245109248,17355935744,3.0 GiB,0.15739340533942778,0.8417928706973551,33800000
249,249,0.7149289909998515,100000,ingest,139874.0312099342,20617822208,3229675520,17371369472,3.0 GiB,0.15664484286545266,0.8425414331713302,33900000
250,250,0.877625364999858,100000,ingest,113943.8352491284,20617822208,3211350016,17389694976,3.0 GiB,0.15575602425914564,0.8434302517776372,34000000
251,251,0.665372429999934,100000,ingest,150291.76967853916,20617822208,3194277888,17406767104,3.0 GiB,0.1549279965543876,0.8442582794823953,34100000
252,252,1.057946599999923,100000,ingest,94522.72921904309,20617822208,3177119744,17423925248,3.0 GiB,0.15409579692501343,0.8450904791117695,34200000
253,253,0.6634502990000328,100000,ingest,150727.191095885,20617822208,3148513280,17452531712,2.9 GiB,0.1527083339955436,0.8464779420412393,34300000
254,254,0.8506462800000918,100000,ingest,117557.67626467397,20617822208,3120340992,17480704000,2.9 GiB,0.15134192935223123,0.8478443466845517,34400000
255,255,0.8597304909999366,100000,ingest,116315.52102297996,20617822208,3104256000,17496788992,2.9 GiB,0.15056177944901988,0.848624496587763,34500000
256,256,0.838962786999673,100000,ingest,119194.79808827204,20617822208,3085709312,17515335680,2.9 GiB,0.14966223303655718,0.8495240430002257,34600000
257,257,0.72946151799988,100000,ingest,137087.42343830733,20617822208,3068628992,17532416000,2.9 GiB,0.14883380800564522,0.8503524680311376,34700000
258,258,0.6820608589996482,100000,ingest,146614.48268218478,20617822208,3038969856,17562075136,2.8 GiB,0.14739528866539733,0.8517909873713855,34800000
259,259,0.7027911919999497,100000,ingest,142289.77417236494,20617822208,3014053888,17586991104,2.8 GiB,0.14618682116826603,0.8529994548685168,34900000
260,260,0.8223760089999814,100000,ingest,121598.87801396484,20617822208,2996875264,17604169728,2.8 GiB,0.1453536282235071,0.8538326478132757,35000000
261,261,0.7380898300002627,100000,ingest,135484.8636784013,20617822208,2979799040,17621245952,2.8 GiB,0.14452540185567206,0.8546608741811108,35100000
262,262,0.57380205499976,100000,ingest,174276.1273311261,20617822208,2959560704,17641484288,2.8 GiB,0.14354380759242602,0.8556424684443569,35200000
263,263,0.7604302200002167,100000,ingest,131504.50543637192,20617822208,2934054912,17666990080,2.7 GiB,0.14230673261221286,0.8568795434245701,35300000
264,264,0.657527549000406,100000,ingest,152084.88245400993,20617822208,2898726912,17702318080,2.7 GiB,0.14059326357345606,0.8585930124633268,35400000
265,265,0.7236412319998635,100000,ingest,138190.02508140507,20617822208,2881646592,17719398400,2.7 GiB,0.1397648385425441,0.8594214374942387,35500000
266,266,0.7825240540000777,100000,ingest,127791.59885095374,20617822208,2864533504,17736511488,2.7 GiB,0.13893482420701647,0.8602514518297664,35600000
267,267,0.8168111820000377,100000,ingest,122427.31515396344,20617822208,2827034624,17774010368,2.6 GiB,0.13711606373747232,0.8620702122993106,35700000
268,268,0.7372313079999913,100000,ingest,135642.6387686742,20617822208,2809884672,17791160320,2.6 GiB,0.13628426143425207,0.8629020146025308,35800000
269,269,0.7199059919998945,100000,ingest,138907.02551620748,20617822208,2794496000,17806548992,2.6 GiB,0.13553788425412344,0.8636483917826594,35900000
270,270,1.0633527759996468,100000,ingest,94042.16762023408,20617822208,2777415680,17823629312,2.6 GiB,0.13470945922321148,0.8644768168135714,36000000
271,271,0.6013176080000449,100000,ingest,166301.46642902322,20617822208,2753667072,17847377920,2.6 GiB,0.133557610703013,0.8656286653337698,36100000
272,272,0.6981901869999092,100000,ingest,143227.44985817597,20617822208,2732273664,17868771328,2.5 GiB,0.13251999345206497,0.8666662825847179,36200000
273,273,0.6852464650000911,100000,ingest,145932.89437835582,20617822208,2709143552,17891901440,2.5 GiB,0.13139814305648706,0.8677881329802958,36300000
274,274,0.6862579050002751,100000,ingest,145717.81143994242,20617822208,2687877120,17913167872,2.5 GiB,0.13036668436092472,0.8688195916758581,36400000
275,275,0.6837952579999182,100000,ingest,146242.60526827455,20617822208,2666565632,17934479360,2.5 GiB,0.12933304037151586,0.8698532356652671,36500000
276,276,0.7092039120002482,100000,ingest,141003.1703265125,20617822208,2622300160,17978744832,2.4 GiB,0.12718608849883822,0.8720001875379446,36600000
277,277,0.6958532940002442,100000,ingest,143708.4524313036,20617822208,2600988672,18000056320,2.4 GiB,0.12615244450942933,0.8730338315273535,36700000
278,278,0.6989345490001142,100000,ingest,143074.9132991903,20617822208,2573893632,18027151360,2.4 GiB,0.12483828825535676,0.8743479877814261,36800000
279,279,0.7189662910000152,100000,ingest,139088.57932812025,20617822208,2555432960,18045612032,2.4 GiB,0.12394291376751017,0.8752433622692727,36900000
280,280,0.7274151219999112,100000,ingest,137473.08376689508,20617822208,2538135552,18062909440,2.4 GiB,0.12310395959351945,0.8760823164432634,37000000
281,281,0.7348094200001469,100000,ingest,136089.70881181682,20617822208,2509524992,18091520000,2.3 GiB,0.12171629800097265,0.8774699780358102,37100000
282,282,0.5891647500002364,100000,ingest,169731.8110086523,20617822208,2481352704,18119692288,2.3 GiB,0.12034989335766029,0.8788363826791226,37200000
283,283,0.7456580220000433,100000,ingest,134109.73536068818,20617822208,2464276480,18136768512,2.3 GiB,0.11952166698982528,0.8796646090469576,37300000
284,284,0.7318915139999262,100000,ingest,136632.27143252557,20617822208,2448125952,18152919040,2.3 GiB,0.1187383384773826,0.8804479375594002,37400000
285,285,0.82914463599991,100000,ingest,120606.21954021887,20617822208,2431045632,18169999360,2.3 GiB,0.11790991344647063,0.8812763625903123,37500000
286,286,0.8389441060003264,100000,ingest,119197.45223165212,20617822208,2392281088,18208763904,2.2 GiB,0.11602976608614667,0.8831565099506362,37600000
287,287,0.7753208280000763,100000,ingest,128978.8644759459,20617822208,2375024640,18226020352,2.2 GiB,0.11519279854292552,0.8839934774938574,37700000
288,288,0.7357623449997845,100000,ingest,135913.45178181044,20617822208,2358099968,18242945024,2.2 GiB,0.11437192270893794,0.884814353327845,37800000
289,289,0.8290732280001976,100000,ingest,120616.60734264618,20617822208,2341019648,18260025344,2.2 GiB,0.11354349767802596,0.8856427783587569,37900000
290,290,0.8051327940002011,100000,ingest,124203.11375364872,20617822208,2317615104,18283429888,2.2 GiB,0.1124083368562919,0.886777939180491,38000000
291,291,0.788717877000181,100000,ingest,126788.04793970335,20617822208,2288971776,18312073216,2.1 GiB,0.11101908595912945,0.8881671900776534,38100000
292,292,0.767481627000052,100000,ingest,130296.27874074597,20617822208,2264178688,18336866304,2.1 GiB,0.10981657835430686,0.889369697682476,38200000
293,293,0.7375192429999515,100000,ingest,135589.68250541846,20617822208,2245832704,18355212288,2.1 GiB,0.10892676643261508,0.8902595096041678,38300000
294,294,0.7286343910000141,100000,ingest,137243.04155168275,20617822208,2228752384,18372292608,2.1 GiB,0.1080983414017031,0.8910879346350797,38400000
295,295,0.654322742999284,100000,ingest,152829.77868325362,20617822208,2190991360,18410053632,2.0 GiB,0.10626686649523368,0.8929194095415491,38500000
296,296,1.0817124010000043,100000,ingest,92446.0142155656,20617822208,2173894656,18427150336,2.0 GiB,0.10543764681201387,0.8937486292247689,38600000
297,297,0.606271124000159,100000,ingest,164942.70639215494,20617822208,2157047808,18443997184,2.0 GiB,0.10462054557648846,0.8945657304602944,38700000
298,298,0.7198980849998406,100000,ingest,138908.55120141365,20617822208,2139971584,18461073408,2.0 GiB,0.10379231920865345,0.8953939568281294,38800000
299,299,0.8156333240003732,100000,ingest,122604.11272744201,20617822208,2123870208,18477174784,2.0 GiB,0.10301137465313427,0.8961749013836486,38900000
300,300,0.7075945970000248,100000,ingest,141323.86033467198,20617822208,2103644160,18497400832,2.0 GiB,0.10203037637911908,0.8971558996576637,39000000
301,301,0.7581970459996228,100000,ingest,131891.8354108831,20617822208,2077929472,18523115520,1.9 GiB,0.1007831695819811,0.8984031064548018,39100000
302,302,0.76083015399945,100000,ingest,131435.37946587786,20617822208,2050293760,18550751232,1.9 GiB,0.09944278980175014,0.8997434862350328,39200000
303,303,0.741001831000176,100000,ingest,134952.43306622308,20617822208,2022293504,18578751488,1.9 GiB,0.09808472900766999,0.9011015470291129,39300000
304,304,0.9026918279996607,100000,ingest,110779.77765855833,20617822208,2005213184,18595831808,1.9 GiB,0.09725630397675801,0.9019299720600249,39400000
305,305,0.7294121350005298,100000,ingest,137096.70459475886,20617822208,1968762880,18632282112,1.8 GiB,0.09548840125491492,0.9036978747818679,39500000
306,306,0.5981735859995752,100000,ingest,167175.55295072997,20617822208,1951690752,18649354240,1.8 GiB,0.09466037355015687,0.904525902486626,39600000
307,307,0.9157555320007305,100000,ingest,109199.44953160298,20617822208,1933991936,18667053056,1.8 GiB,0.09380195039462434,0.9053843256421585,39700000
308,308,0.594177234000199,100000,ingest,168299.9520644147,20617822208,1916817408,18684227584,1.8 GiB,0.09296895611294234,0.9062173199238405,39800000
309,309,0.7702569490002134,100000,ingest,129826.80666470989,20617822208,1899737088,18701307904,1.8 GiB,0.09214053108203037,0.9070457449547525,39900000
310,310,0.7587798340000518,100000,ingest,131790.53464406275,20617822208,1870946304,18730098688,1.7 GiB,0.09074412831409745,0.9084421477226854,40000000
311,311,0.744948853999631,100000,ingest,134237.40363261173,20617822208,1840553984,18760491008,1.7 GiB,0.08927004828307422,0.9099162277537086,40100000
312,312,0.8699455749992921,100000,ingest,114949.71969951266,20617822208,1823838208,18777206784,1.7 GiB,0.08845930426601145,0.9107269717707714,40200000
313,313,0.9175587350000569,100000,ingest,108984.84880098036,20617822208,1807814656,18793230336,1.7 GiB,0.08768213430895445,0.9115041417278285,40300000
314,314,0.9271732759998486,100000,ingest,107854.7048200474,20617822208,1788973056,18812071936,1.7 GiB,0.08676828415495084,0.912417991881832,40400000
315,315,0.6273670569999013,100000,ingest,159396.31972103333,20617822208,1751470080,18849574912,1.6 GiB,0.08494932502232973,0.9142369510144531,40500000
316,316,0.6872567020000133,100000,ingest,145506.0382954229,20617822208,1734389760,18866655232,1.6 GiB,0.08412089999141775,0.9150653760453651,40600000
317,317,0.7584634229997391,100000,ingest,131845.51419038489,20617822208,1717260288,18883784704,1.6 GiB,0.0832900910035823,0.9158961850332006,40700000
318,318,0.8374062029997731,100000,ingest,119416.35927913839,20617822208,1697611776,18903433216,1.6 GiB,0.08233710422341808,0.9168491718133648,40800000
319,319,0.8513860799994291,100000,ingest,117455.52616982775,20617822208,1674248192,18926796800,1.6 GiB,0.0812039300324536,0.9179823460043293,40900000
320,320,0.7144942089998949,100000,ingest,139959.14696072045,20617822208,1645608960,18955436032,1.5 GiB,0.0798148777983681,0.9193713982384147,41000000
321,321,0.9957210709999345,100000,ingest,100429.73169140314,20617822208,1619599360,18981445632,1.5 GiB,0.0785533672596892,0.9206329087770937,41100000
322,322,0.7164150489998065,100000,ingest,139583.89084597107,20617822208,1602449408,18998595584,1.5 GiB,0.07772156495646895,0.9214647110803139,41200000
323,323,0.7293400730004578,100000,ingest,137110.25035085002,20617822208,1585348608,19015696384,1.5 GiB,0.07689214661017219,0.9222941294266107,41300000
324,324,0.7367532660000506,100000,ingest,135730.65042916706,20617822208,1547849728,19053195264,1.4 GiB,0.07507338614062803,0.9241128898961548,41400000
325,325,0.7928146270005527,100000,ingest,126132.8898261236,20617822208,1530601472,19070443520,1.4 GiB,0.07423681592356081,0.9249494601132221,41500000
326,326,0.576692744999491,100000,ingest,173402.56291951143,20617822208,1513447424,19087597568,1.4 GiB,0.0734048149572636,0.9257814610795193,41600000
327,327,0.691072026999791,100000,ingest,144702.71707297777,20617822208,1497427968,19103617024,1.4 GiB,0.07262784366328356,0.9265584323734993,41700000
328,328,0.7060245640004723,100000,ingest,141638.13144599472,20617822208,1477197824,19123847168,1.4 GiB,0.07164664672619142,0.9275396293105914,41800000
329,329,0.7246958389996507,100000,ingest,137988.925309737,20617822208,1454587904,19146457088,1.4 GiB,0.07055002654138708,0.9286362494953958,41900000
330,330,0.6771329940002033,100000,ingest,147681.4759966784,20617822208,1431146496,19169898496,1.3 GiB,0.0694130777519604,0.9297731982848224,42000000
331,331,0.671520583999154,100000,ingest,148915.7627968199,20617822208,1408794624,19192250368,1.3 GiB,0.06832897334100438,0.9308573026957785,42100000
332,332,0.7378547110001819,100000,ingest,135528.03622334715,20617822208,1385418752,19215626240,1.3 GiB,0.06719520316080901,0.9319910728759738,42200000
333,333,0.7999914600004558,100000,ingest,125001.33438917338,20617822208,1341411328,19259633664,1.2 GiB,0.0650607670619797,0.9341255089748032,42300000
334,334,0.8173330760000681,100000,ingest,122349.14129425451,20617822208,1313206272,19287838720,1.2 GiB,0.06369277311405168,0.9354935029227311,42400000
335,335,0.8438348009995025,100000,ingest,118506.60802511623,20617822208,1296134144,19304910848,1.2 GiB,0.06286474540929361,0.9363215306274892,42500000
336,336,0.751792277000277,100000,ingest,133015.4659196681,20617822208,1277759488,19323285504,1.2 GiB,0.061973542846063136,0.9372127331907197,42600000
337,337,0.846523743999569,100000,ingest,118130.17733859444,20617822208,1260679168,19340365824,1.2 GiB,0.06114511781515116,0.9380411582216317,42700000
338,338,0.6874409519996334,100000,ingest,145467.0393276968,20617822208,1235140608,19365904384,1.2 GiB,0.05990645353032234,0.9392798225064605,42800000
339,339,0.5916524379999828,100000,ingest,169018.14913167467,20617822208,1203822592,19397222400,1.1 GiB,0.05838747564390676,0.9407988003928761,42900000
340,340,0.8503383819997907,100000,ingest,117600.24258204614,20617822208,1186750464,19414294528,1.1 GiB,0.0575594479391487,0.9416268280976342,43000000
341,341,0.690871419999894,100000,ingest,144744.73412145974,20617822208,1169502208,19431542784,1.1 GiB,0.05672287772208148,0.9424633983147014,43100000
342,342,0.7256294230001004,100000,ingest,137811.39081509676,20617822208,1152352256,19448692736,1.1 GiB,0.05589107541886123,0.9432952006179216,43200000
343,343,0.730842611999833,100000,ingest,136828.36544843233,20617822208,1114849280,19486195712,1.0 GiB,0.05407211628624012,0.9451141597505427,43300000
344,344,0.7030878409996149,100000,ingest,142229.7388301084,20617822208,1096470528,19504574464,1.0 GiB,0.05318071505993268,0.9460055609768502,43400000
345,345,0.6959532890004994,100000,ingest,143687.8043117176,20617822208,1079398400,19521646592,1.0 GiB,0.052352687355174614,0.9468335886816083,43500000
346,346,0.713799012999516,100000,ingest,140095.4584957766,20617822208,1062236160,19538808832,1013.0 MiB,0.0515202890627235,0.9476659869740593,43600000
347,347,0.76409859100022,100000,ingest,130873.16372236473,20617822208,1038471168,19562573824,990.4 MiB,0.050367645890217194,0.9488186301465656,43700000
348,348,0.76689410400013,100000,ingest,130396.0996419175,20617822208,1010888704,19590156288,964.1 MiB,0.04902984872998668,0.9501564273067962,43800000
